p_exposure,p_automatable,rationale,raw_ok,job_id,model,provider,construct_target
0.06,0.18,"Energy strategy, contracts, milestones, and stakeholder coordination; little explicit AI/data-science work and low routine task share.",1,a7d4712ea928,gpt-5.4,openai,exposure
0.01,0.08,"Litigation attorney role centers on legal analysis, advocacy, and novel casework; no AI/data-science duties mentioned.",1,669042225d1e,gpt-5.4,openai,exposure
0.12,0.18,"Clinical consulting and change management using healthcare software; little explicit AI work, tasks are interpersonal and judgment-heavy.",1,bb818f7f2887,gpt-5.4,openai,exposure
0.88,0.22,"Posting emphasizes AI training, evaluation, and knowledge work; managerial agricultural tasks appear nonroutine and hard to automate.",1,111ea4aee4b3,gpt-5.4,openai,exposure
0.01,0.18,"Manual cleaning and maintenance role; no AI/data tasks mentioned, and physical varied work limits automation.",1,f77a6edbebd2,gpt-5.4,openai,exposure
0.03,0.22,"Business development sales role; no AI/data-science duties mentioned, and relationship-driven competitive selling is not highly routine.",1,d5fac0be3584,gpt-5.4,openai,exposure
0.03,0.28,Business development/sales role; posting mentions no AI/data-science duties. Relationship-driven consulting work is only partly automatable.,1,c650036268a8,gpt-5.4,openai,exposure
0.01,0.72,"Manual warehouse pallet inspection, sorting, repair, and stacking; no AI-related duties mentioned, but tasks are repetitive and structured.",1,a0893b808952,gpt-5.4,openai,exposure
0.04,0.43,"Business coordination, marketing, inventory, and trend analysis; no explicit AI/data-science work, but some administrative tasks are automatable.",1,2cb3d305fa5f,gpt-5.4,openai,exposure
0.18,0.22,"Hands-on systems integration, deployment, troubleshooting, and hardware/software configuration; technical but not explicitly AI-focused or highly routine.",1,1531e70a6b51,gpt-5.4,openai,exposure
0.01,0.72,"Food service, cleaning, organizing, and distributing supplies; no AI-related duties, but many tasks are routine and standardized.",1,d3378081b6f5,gpt-5.4,openai,exposure
0.01,0.72,"Food tray service and cleaning are manual, routine tasks; posting shows no AI, ML, or data-science involvement.",1,5c45db9dc9cb,gpt-5.4,openai,exposure
0.22,0.18,"Sales role prospecting and relationship-building; mentions learning AI tools culturally, not core job duties.",1,7589dcf3df4e,gpt-5.4,openai,exposure
0.01,0.18,"Door-to-door sales relies on in-person persuasion and relationship-building; no AI, ML, or data-science duties mentioned.",1,98e73be84635,gpt-5.4,openai,exposure
0.03,0.18,"Water-resources engineering role; posting mentions no AI/data-science tasks, and engineering project work is not mostly routine.",1,75bc80184a21,gpt-5.4,openai,exposure
0.03,0.28,"Construction project management and estimating; no AI/data-science duties mentioned, and work requires judgment, coordination, and site-specific decisions.",1,5f7c3c177a99,gpt-5.4,openai,exposure
0.01,0.08,"Veterinary student externship; hands-on animal care and learning, with no AI/data-science duties and low routine automatable content.",1,34b0343f1486,gpt-5.4,openai,exposure
0.01,0.72,"Cashier duties use registers and customer service; no AI work mentioned, but many checkout tasks are routine and machine-performable.",1,da76ff67e2df,gpt-5.4,openai,exposure
0.05,0.18,"Field investigation, remediation, compliance, and hazardous waste work are technical, site-specific, and human-led; no explicit AI/ML duties.",1,460145b4106c,gpt-5.4,openai,exposure
0.01,0.62,"Retail customer service, merchandising, and register tasks; no AI/data work mentioned, but many duties are routine.",1,a5fc7f783fdb,gpt-5.4,openai,exposure
0.03,0.18,"Environmental investigation, remediation, field/research, and technical reporting; no AI/data-science duties, and core work requires expert judgment.",1,337e6b4f181d,gpt-5.4,openai,exposure
0.28,0.62,"CRM operations role likely uses marketing automation tools, not necessarily AI; many lifecycle/ops tasks are structured and repeatable.",1,d03e2b263a95,gpt-5.4,openai,exposure
0.06,0.14,"Fire/life safety engineering coordination; mentions AI only as facility context, with largely non-routine design and coordination tasks.",1,5fe11b0883cc,gpt-5.4,openai,exposure
0.01,0.18,"Manual outdoor groundskeeping role; no AI/data tasks mentioned, and core work is physical, variable, and hard to automate fully.",1,ea0025f65f51,gpt-5.4,openai,exposure
0.03,0.28,"Relationship-driven sales and solution advising; little AI/data-science work, with many nonroutine interpersonal tasks.",1,f1a93971ac82,gpt-5.4,openai,exposure
0.02,0.18,"Field retail sales role emphasizes face-to-face selling and territory ownership; no AI tasks, limited automatable interpersonal work.",1,0f2602510d61,gpt-5.4,openai,exposure
0.01,0.28,Truck driving posting shows no AI/data work; driving and transport are structured but still require human operation.,1,3fbfa60d63d5,gpt-5.4,openai,exposure
0.02,0.18,"Safety training and coordination role; no AI/data-science duties, and core work requires human judgment, communication, and oversight.",1,975edacdcdd2,gpt-5.4,openai,exposure
0.01,0.18,Manual pipe installation and maintenance; no AI/data tasks mentioned. Physical skilled trade limits current automation.,1,5e9b745cd241,gpt-5.4,openai,exposure
0.01,0.28,Manual field landscaping and mowing; no AI/data tasks mentioned. Physical outdoor work limits full automation despite routine elements.,1,d4f7bbd690b7,gpt-5.4,openai,exposure
0.08,0.28,Sales role in industrial automation; uses technical products but not AI methods. Relationship-driven account growth limits automation.,1,b3b92d1f13ec,gpt-5.4,openai,exposure
0.03,0.18,Archaeological field and desktop support lacks AI duties; fieldwork and varied judgment-heavy tasks are not easily automated.,1,1ae20c85f456,gpt-5.4,openai,exposure
0.03,0.18,"Field sales role focused on relationship-building and territory growth; little AI work, low routine automability.",1,63034d930fcc,gpt-5.4,openai,exposure
0.02,0.28,"Field application and operations work; no AI/data-science duties mentioned, and physical seasonal tasks limit automation.",1,234c929797d3,gpt-5.4,openai,exposure
0.01,0.42,"Retail lead focuses on stocking, quality, safety, and customer service; no AI/data tasks, but some routine duties exist.",1,b48001165f12,gpt-5.4,openai,exposure
0.02,0.62,Volunteer/admin coordination at nonprofit; no AI duties mentioned. Many clerical scheduling and communication tasks are partly automatable.,1,94979dcacf31,gpt-5.4,openai,exposure
0.03,0.18,"Sales leadership, coaching, pipeline and deal strategy; no explicit AI work, and core tasks rely on human judgment.",1,1494f7ce2bd7,gpt-5.4,openai,exposure
0.03,0.22,"Supervises production staff, safety, quality, and issue resolution; little explicit AI/data-science work, substantial human oversight needed.",1,697fd89ff1dd,gpt-5.4,openai,exposure
0.03,0.12,"Field ecology, delineations, habitat assessments, permitting, and plant identification are specialized, site-specific, and require human judgment.",1,b76a241f79fe,gpt-5.4,openai,exposure
0.03,0.62,"Role is farmer; posting text mentions company AI products, not farmer tasks. Farming has many manual, partly nonroutine tasks.",1,27a683c5a34f,gpt-5.4,openai,exposure
0.03,0.46,"Insurance support role emphasizes relationships, coordination, and mentoring; no AI/data-science duties, but some administrative underwriting tasks are automatable.",1,6a3f8ad2b610,gpt-5.4,openai,exposure
0.03,0.58,"Administrative sales support and coordination; no explicit AI/data-science work, but many routine tasks are partly automatable.",1,487e32d1679a,gpt-5.4,openai,exposure
0.01,0.62,"Physical equipment handling and inspection; no AI/data-science duties. Some documentation is routine, but core work is manual.",1,39713a7b7ca4,gpt-5.4,openai,exposure
0.01,0.18,"Supervisory food-service management in correctional facility; no AI/data-science duties, and core work requires human oversight and coordination.",1,aa999a0be787,gpt-5.4,openai,exposure
0.01,0.18,"Field surveying, design, inspection, and on-site technical assistance are physical, judgment-based tasks; no AI/data-science mentioned.",1,dfba979f1359,gpt-5.4,openai,exposure
0.06,0.34,"FinOps/cloud cost analysis role; no explicit AI/ML work. Requires cross-team advising, judgment, and communication, limiting automation.",1,ebc93119d739,gpt-5.4,openai,exposure
0.98,0.18,"Role directly trains conversational AI through human dialogue; core value is nuanced human interaction, not routine automatable tasks.",1,83206009197c,gpt-5.4,openai,exposure
0.03,0.22,"Policy advising and coordination in healthcare settings; little AI/data-science content, substantial judgment and communication reduce automability.",1,f94838e4b5b1,gpt-5.4,openai,exposure
0.03,0.18,"Insurance underwriting, pricing, negotiation, and client relationship management; no AI/data-science duties mentioned, substantial judgment and interpersonal work.",1,7d869e305f66,gpt-5.4,openai,exposure
0.01,0.22,Sales management posting shows no AI/data-science duties; relationship-driven regional sales work is only partly automatable.,1,7e953af3f3b6,gpt-5.4,openai,exposure
0.01,0.72,Commercial cleaning role; no AI/data tasks mentioned. Cleaning is repetitive but still requires physical presence and manual dexterity.,1,089100db3975,gpt-5.4,openai,exposure
0.18,0.34,"Compliance ownership in an AI company, but duties are governance/audit-heavy and require judgment across regulated processes.",1,ebad20eb6e69,gpt-5.4,openai,exposure
0.08,0.24,"Quality engineering and NPI validation are technical, collaborative, and judgment-heavy; posting shows no direct AI or data-science work.",1,d54fd4f740cb,gpt-5.4,openai,exposure
0.02,0.34,"Insurance business-development/sales role mentions mentorship and proven systems, not AI; relationship-driven selling limits full automation.",1,237834494ad4,gpt-5.4,openai,exposure
0.02,0.62,"Customer service and paperwork support; no AI/data-science duties mentioned, but many tasks appear standardized and repeatable.",1,03138b9fae8c,gpt-5.4,openai,exposure
0.08,0.22,"Energy usage review, O&M management, and mentoring staff are operational and interpersonal; no explicit AI/data-science duties mentioned.",1,21ee23384eac,gpt-5.4,openai,exposure
0.03,0.18,"Quality/vendor oversight and leadership role; no AI/data-science duties mentioned, and core work is judgment-heavy, cross-functional, regulatory.",1,f1e2c634e535,gpt-5.4,openai,exposure
0.08,0.34,"Real-estate acquisitions/asset management with financial modeling and presentations; little explicit AI, but some analytical tasks are partly automatable.",1,e64fa984d9e1,gpt-5.4,openai,exposure
0.06,0.28,"Finance analysis and business partnering role; no AI/ML duties mentioned, and work involves judgment, cross-functional advising, and ambiguity.",1,1644a2770f45,gpt-5.4,openai,exposure
0.03,0.28,"Insurance sales focuses on client communication, needs analysis, and negotiation; little explicit AI use, moderate automation limits.",1,77f7abbfb7d9,gpt-5.4,openai,exposure
0.98,0.22,"Role owns GenAI agent products directly; strategic product vision, roadmap, and stakeholder work are not highly routine.",1,10f47c5edd61,gpt-5.4,openai,exposure
0.03,0.28,"Relationship management and judgment-heavy credit underwriting; no explicit AI/data-science duties, only some analyzable routine financial review.",1,0da76255c624,gpt-5.4,openai,exposure
0.03,0.28,"Policy analyst/caseworker in broadband regulation; no AI duties mentioned, and work likely involves judgment-heavy policy and case analysis.",1,3883eea3b2ef,gpt-5.4,openai,exposure
0.03,0.28,"Insurance underwriting role; posting shows no AI/data-science duties, and complex judgment-based portfolio decisions limit automation.",1,e629254cc4ab,gpt-5.4,openai,exposure
0.03,0.28,"Credit analysis, structuring, legal-document review, and negotiations are judgment-heavy; no AI/data-science duties mentioned.",1,9df5cccd3762,gpt-5.4,openai,exposure
0.12,0.06,"Executive underwriting leadership role; mentions data-driven innovation, but core work is strategic, judgment-heavy, and nonroutine.",1,989f28775547,gpt-5.4,openai,exposure
0.01,0.08,"Private sports coaching involves human instruction and interaction; posting shows no AI, ML, or data-science duties.",1,0fd1bee9289f,gpt-5.4,openai,exposure
0.08,0.22,"Wildfire risk analysis and policy coordination may use data tools, but work is field-based, judgment-heavy, and community-focused.",1,02db4703f333,gpt-5.4,openai,exposure
